"MAPPINGID","SOURCE_SYSTEM","TARGET_SYSTEM","ATTRIBUTE","KEY","VALUE","DESCRIPTION"
"24389","MAJESCO","ICOMP","State","23","ME","Maine"
"24390","Majesco","Impaqs","ValuePC","Y","transfer","NULL"
"24391","Majesco","Impaqs","ValuePC","N","New-no prior coverage exist","NULL"
"24392","Majesco","Impaqs","ValueWP","Y","Included","NULL"
"24393","Majesco","Impaqs","ValueWP","N/A","Excluded","NULL"
"27106","GSSP","MAJESCO","Maj_Bil","Prod Support Internal","PRD_SUP_INT","billingroles"
"24394","Majesco","Impaqs","ValueFA","NonRetrospectivelyRated","Non-retro rated","NULL"
"24395","Majesco","Impaqs","ValueFA","NonParticipating","Non-retro rated","NULL"
"24396","Majesco","Impaqs","ValueABO","Covered","Yes","NULL"
"24397","Majesco","Impaqs","ValueABO","NotCovered","No","NULL"
"24398","Majesco","Impaqs","ValueCS","TIMESSALARY","Multiple of salary","NULL"
"24399","MAJESCO","ICOMP","State","32","NE","Nebraska"
"24357","MAJESCO","ICOMP","State","27","MI","Michigan"
"24358","GSSP","PAS","ClientRelationship","S","1","Retrieving ClientRelationship based on RelationToEmployeeCode"
"24359","GSSP","PAS","ClientRelationship","D","15","Retrieving ClientRelationship based on RelationToEmployeeCode"
"24360","GSSP","PAS","ClientRelationship","C","2","Retrieving ClientRelationship based on RelationToEmployeeCode"
"24361","GSSP","PAS","EmploymentStatusCode","T","Terminated","Retrieving EmploymentStatus based on EmploymentStatusCode"
"24362","GSSP","PAS","EmploymentStatusCode","C","COBRA","Retrieving EmploymentStatus based on EmploymentStatusCode"
"24363","GSSP","PAS","MaritalCode","S","Single","Retrieving MaritalStatus based on MaritalStatusCode"
"24364","GSSP","PAS","MaritalCode","M","Married","Retrieving MaritalStatus based on MaritalStatusCode"
"24365","GSSP","PAS","MaritalCode","U","Unknown","Retrieving MaritalStatus based on MaritalStatusCode"
"24366","GSSP","PAS","GenderCode","1","Male","Retrieving gender based on GenderCode"
"24367","GSSP","PAS","GenderCode","2","Female","Retrieving gender based on GenderCode"
"24368","GSSP","PAS","GenderCode","0","Unknown","Retrieving gender based on GenderCode"
"24369","MAJESCO","ICOMP","State","16","ID","Idaho"
"24370","GSSP","MAJESCO","RP_CIAA_2","RP_CIAA","INITIALBENEFITSPOUSEORDOMESTICPARTNER-BENEFITAMOUNT","NULL"
"24371","GSSP","MAJESCO","RP_CIAA_3","RP_CIAA","INITIALBENEFITCHILD-BENEFITAMOUNT","NULL"
"24372","PAS","GSSP","questionCode","FUNDINGSHARINGAMOUNT","20001","Retrieving GSSP questionDescription based on PAS questionDesc"
"24373","MAJESCO","ICOMP","BrokerScale","201","Regular Scale",
"24433","Majesco","Impaqs","ValueCS","VARIEDCOVERAGE","Increments","NULL"
"24434","Majesco","Impaqs","ValueTSF","1","1xAnnualPay","NULL"
"27563","GSSP","GEFT","ACCCNCCCode","Employee_Self_ADMISSION","6304","Retrieving ACC CNCC codes"
"27581","PAS","GSSP","Maint.MaritalStatus","Divorced","Divorced","NULL"
"24400","PAS","GSSP","Provisions_107_1","107_Custom","Increment Amount_*_Base","Retrieving Provision based on value"
"24401","PAS","GSSP","Provisions_107_3","107_Custom","Maximum Benefit Amount_*_Base","Retrieving Provision based on value"
"24402","PAS","GSSP","Provisions_107_4","107_Custom","Guaranteed Issue Amount_*_Base","Retrieving Provision based on value"
"24403","PAS","GSSP","Provisions_107_5","107_Custom","Definition of Earnings_*_Base","Retrieving Provision based on value"
"24404","PAS","GSSP","Provisions_107_6","107_Custom","Average Commission/Bonus (Months)_*_Base","Retrieving Provision based on value"
"24405","MAJESCO","ICOMP","State","33","NV","Nevada"
"24406","MAJESCO","ICOMP","State","17","IL","Illinois"
"24407","MAJESCO","ICOMP","State","18","IN","Indiana"
"24408","MAJESCO","GSSP","tierCode","EE","100","Employee"
"24409","MAJESCO","GSSP","tierCode","EE1","101","Employee+1"
"24410","MAJESCO","GSSP","tierCode","EEC","102","Employee+Children"
"27582","PAS","GSSP","Maint.MaritalStatus","Other","Other","NULL"
"27583","PAS","GSSP","Maint.MaritalStatus","Married","Married","NULL"
"24411","MAJESCO","ICOMP","State","34","NH","New Hampshire"
"27584","PAS","GSSP","Maint.MaritalStatus","Not Available","Unknown","NULL"
"27585","PAS","GSSP","Maint.MaritalStatus","Widow","Widowed","NULL"
"27586","PAS","GSSP","Maint.MaritalStatus","Widower","Widowed","NULL"
"24415","Majesco","Impaqs","OptionStatus","Sold","Sold","NULL"
"24416","MAJESCO","ICOMP","State","39","ND","North Dakota"
"24417","MAJESCO","ICOMP","State","41","OH","Ohio"
"24418","MAJESCO","ICOMP","State","42","OK","Oklahoma"
"24419","MAJESCO","ICOMP","State","43","OR","Oregon"
"24420","MAJESCO","ICOMP","State","45","PA","Pennsylvania"
"24421","MAJESCO","ICOMP","State","46","PR","Puerto Rico"
"24422","PAS","GSSP","ErrorItemNumber","58","D003","Retrieving ErrorItemNumber based on ColumnIdentifier"
"24423","PAS","GSSP","ProvisionsName_106_3","Flat Amount_GreaterThan6Months_Basic Dependent Term Life Insurance - Child (ren)","Dependent Child Life Benefit_6+ Months","Retrieving Provision based on value"
"24424","GSSP","MAJESCO","RP_BSCL_1","RP_BSCL","COVERAGEAMOUNT-*",
"24425","GSSP","MAJESCO","RP_BSCL_2","RP_BSCL","PORTABILITY-*",
"24426","GSSP","MAJESCO","RP_BSCL_3","RP_BSCL","COVEREDBENEFIT-CONTINUEDPROTECTION",
"24427","Majesco","Impaqs","OptionStatus","Expired","DTQ","NULL"
"24428","Majesco","Impaqs","OptionStatus","Proposed","Locked","NULL"
"24429","Majesco","Impaqs","ValueBCT","FlatPercentage","Flat %","NULL"
"24430","Majesco","Impaqs","ValueBCT","NoCommission","None","NULL"
"24431","Majesco","Impaqs","ValueBCT","StandardScale","Standard Scale","NULL"
"24432","Majesco","Impaqs","ValueCS","FLATAMOUNT","Flat Amount","NULL"
"24467","Majesco","Impaqs","ValueMB","RBDwithSSNRA","RBD w/ SSNRA","NULL"
"24468","Majesco","Impaqs","ValueLCOF","1PerLifeTime","one","NULL"
"24469","Majesco","Impaqs","ValueLCOF","MultiplePerLifeTime","MultipleOccurrence","NULL"
"24470","Majesco","Impaqs","ValueP","N","Eport","NULL"
"24437","PAS","GSSP","ProvisionsName_108_1","Flat Amount_*_Dependent Supplemental Term Life Insurance - Spouse","Spouse Life and AD&D Benefit Increments","Retrieving Provision based on value"
"24438","PAS","GSSP","ProvisionsName_108_2","Flat Amount_GreaterThan6Months_Dependent Supplemental Term Life Insurance - Child(ren)","Child Life and AD&D Benefit_6 Months or Older","Retrieving Provision based on value"
"24439","PAS","GSSP","ProvisionsName_108_3","Flat Amount_LessThan6Months_Dependent Supplemental Term Life Insurance - Child(ren)","Child Life and AD&D Benefit_<6 Months","Retrieving Provision based on value"
"24440","PAS","GSSP","ProvisionsName_108_4","Maximum Benefit Amount_*_Dependent Supplemental Accidental Death & Dismemberment Insurance - Spouse","Spouse Life and AD&D Maximum","Retrieving Provision based on value"
"24441","PAS","GSSP","ProvisionsName_106_2","Flat Amount_LessThan6Months_Basic Dependent Term Life Insurance - Child (ren)","Dependent Child Life Benefit_<6 Months","Retrieving Provision based on value"
"24442","MAJESCO","ICOMP","State","37","NY","New York"
"24443","MAJESCO","ICOMP","State","38","NC","North Carolina"
"24444","Majesco","Impaqs","ValueDOE","Other","Other","NULL"
"24445","Majesco","Impaqs","ValueDOE","BasicMonthlyEarnings+CommissionsAndBonuses","Basic Monthly Earnings + Commissions and Bonuses","NULL"
"27587","PAS","GSSP","Maint.MaritalStatus","Single","Single","NULL"
"27588","PAS","GSSP","Maint.MaritalStatus","Separated","Separated","NULL"
"27589","GSSP","PAS","Maint.QualifyingEvent","501","BIRTHADOPTION",
"27590","GSSP","PAS","Maint.QualifyingEvent","502","AGEOUT",
"24446","Majesco","Impaqs","ValueDOE","BasicMonthlyEarnings+Commissions and Bonuses","Basic Monthly Earnings + Commissions and Bonuses","NULL"
"24447","Majesco","Impaqs","ValueDOE1","BasicMonthlyEarnings+Commissions","Basic Weekly Earnings + Commissions","NULL"
"24448","Majesco","Impaqs","ValueDOE1","BasicMonthlyEarnings","Basic Weekly Earnings","NULL"
"24449","Majesco","Impaqs","ValueDOE1","BasicMonthlyEarnings+Bonuses","Basic Weekly Earnings + Bonuses","NULL"
"24450","Majesco","Impaqs","ValueDOE1","AnnualContract","Annual Contract","NULL"
"24451","Majesco","Impaqs","ValueDOE1","W2","W2","NULL"
"24452","Majesco","Impaqs","ValueDOE1","N/A",,"NULL"
"24453","Majesco","Impaqs","ValueDOE1","Teacher","other","NULL"
"24454","Majesco","Impaqs","ValueDOE1","SCorp","S Corp","NULL"
"24455","Majesco","Impaqs","ValueDOE1","Partnerships","Partnerships","NULL"
"24456","Majesco","Impaqs","ValueDOE1","Other","Other","NULL"
"24457","Majesco","Impaqs","ValueDOE1","BasicMonthlyEarnings+CommissionsAndBonuses","Basic Weekly Earnings + Commissions and Bonuses","NULL"
"24458","Majesco","Impaqs","ValueDOE1","BasicMonthlyEarnings+Commissions and Bonuses","Basic Weekly Earnings + Commissions and Bonuses","NULL"
"24459","Majesco","Impaqs","ValueA","Covered","Yes","NULL"
"24460","Majesco","Impaqs","ValueA","N/A",,"NULL"
"24461","Majesco","Impaqs","ValuePDT","StandardPlan","Standard","NULL"
"24462","Majesco","Impaqs","ValueDAMEP","CalendarYear","Calendar Year","NULL"
"24463","Majesco","Impaqs","ValueBA","Preventive","A","NULL"
"24464","Majesco","Impaqs","ValueBA","Basic","B","NULL"
"24465","Majesco","Impaqs","ValueBA","Major","C","NULL"
"24466","Majesco","Impaqs","ValueLBWP","12","0/6F/12/24/24","NULL"
"24471","Majesco","Impaqs","ValueP","Y","NewPort","NULL"
"24472","Majesco","Impaqs","ValueAFL","N/A","No","NULL"
"24473","Majesco","Impaqs","ValueAFL","Y","Yes","NULL"
"24474","Majesco","Impaqs","ValueEE","N","No","NULL"
"24475","Majesco","Impaqs","ValueEE","Y","Yes","NULL"
"24476","Majesco","Impaqs","ValuePSOD","N","No","NULL"
"24477","Majesco","Impaqs","ValuePSOD","Y","Yes","NULL"
"24478","Majesco","Impaqs","ValueBPDL","N","No","NULL"
"24479","Majesco","Impaqs","ValueBPDL","Y","Yes","NULL"
"24480","Majesco","Impaqs","ValueCFRCF","N","No","NULL"
"24481","Majesco","Impaqs","ValueCFRCF","Y","Yes","NULL"
"24482","Majesco","Impaqs","ValueLCCI","N","No","NULL"
"24483","Majesco","Impaqs","ValueLCCI","Y","Yes","NULL"
"24484","Majesco","Impaqs","ValueCO","N","Excluded","NULL"
"24485","Majesco","Impaqs","ValueCO","Y","Included","NULL"
"24486","Majesco","Impaqs","ValueDODB","DateOfBenefit","Date Of Benefits (DOB)","NULL"
"24487","Majesco","Impaqs","ValueDODB","DateOfDisability","Date Of Disability (DOD)","NULL"
"24488","Majesco","Impaqs","ValueYN","NotApplicable","No","NULL"
"24489","Majesco","Impaqs","ValueFDAT","3TimesAggregate","3x Aggregate","NULL"
"24490","Majesco","Impaqs","ValueBF","1in10Years","1 per tooth in 10 calendar years","NULL"
"24491","Majesco","Impaqs","ValueBF","1in12months","1 replacement in 12","NULL"
"24492","Majesco","Impaqs","ValueCOAL","19","Child age to 19","NULL"
"24493","Majesco","Impaqs","ValueYN","Y","Yes","NULL"
"24494","Majesco","Impaqs","ValueYN","N","No","NULL"
"24495","Majesco","Impaqs","ValueTSF","2","2xAnnualPay","NULL"
"24496","Majesco","Impaqs","ValueTSF",,"N/A","NULL"
"24497","Majesco","Impaqs","ValueCP","Covered","CP 60/SSNRA","NULL"
"24498","Majesco","Impaqs","ValueCP","NotCovered","None","NULL"
"24499","Majesco","Impaqs","ValueED","Covered","EDB","NULL"
"24500","Majesco","Impaqs","ValueED","NotCovered","None","NULL"
"24501","Majesco","Impaqs","ValueCF","Covered","Yes","NULL"
"24502","Majesco","Impaqs","ValueCF","NotCovered","No","NULL"
"24503","Majesco","Impaqs","ValueREHAB","Covered","Required","NULL"
"24504","Majesco","Impaqs","ValueREHAB","NotCovered","Voluntary","NULL"
"24505","Majesco","Impaqs","ValueE","Included","Option 1, 5 sessions","NULL"
"24506","Majesco","Impaqs","ValueE","NotIncluded","Not Included","NULL"
"24507","Majesco","Impaqs","ValueDOE","BasicMonthlyEarnings+Commissions","Basic Monthly Earnings + Commissions","NULL"
"24508","Majesco","Impaqs","ValueDOE","BasicMonthlyEarnings","Basic Monthly Earnings","NULL"
"24509","Majesco","Impaqs","ValueDOE","BasicMonthlyEarnings+Bonuses","Basic Monthly Earnings + Bonuses","NULL"
"24510","Majesco","Impaqs","ValueDOE","AnnualContract","Annual Contract","NULL"
"24511","Majesco","Impaqs","ValueDOE","W2","W2","NULL"
"24512","Majesco","Impaqs","ValueDOE","N/A",,"NULL"
"24513","Majesco","Impaqs","ValueDOE","Teacher","other","NULL"
"24514","Majesco","Impaqs","ValueDOE","SCorp","S Corp","NULL"
"24515","Majesco","Impaqs","ValueDOE","Partnerships","Partnerships","NULL"
"24516","Majesco","Impaqs","ValueBENAMT","60","60%","NULL"
"24517","Majesco","Impaqs","ValueBENAMT","66.67","66 2/3%","NULL"
"24518","Majesco","Impaqs","ValueMB","LesserOfRBDOr5years","lesser of RBD or 5 yrs","NULL"
"24519","Majesco","Impaqs","ValueCR","90","90th","NULL"
"24520","Majesco","Impaqs","ValueCR","99","99th","NULL"
"24521","Majesco","Impaqs","ValueCR","MAC",,"NULL"
"24522","Majesco","Impaqs","ValueUC","AlwaysOn","Always On","NULL"
"24523","Majesco","Impaqs","ValueUC","Removed","Removed","NULL"
"24524","Majesco","Impaqs","ValueUC","NotApplicable","Null","NULL"
"24525","Majesco","Impaqs","ValueTMJC","NotCovered"," Not Covered","NULL"
"24526","Majesco","Impaqs","ValueTMJC","CoveredWithTMJLifetimeMaximum","Covered With TMJ Lifetime Maximum","NULL"
"24527","Majesco","Impaqs","ValueINLTMJ","NotCovered"," Not Covered","NULL"
"24528","Majesco","Impaqs","ValueINLTMJ","500","$500","NULL"
"24529","Majesco","Impaqs","ValueDUAL","DHMO/PPO","Multiple Option","NULL"
"24530","Majesco","Impaqs","ValueDUAL","PPO/PPO","Multiple Option","NULL"
"24531","Majesco","Impaqs","ValueDUAL","None","Not Multiple Option","NULL"
"24532","Majesco","Impaqs","ValueBENAMT","50","50%","NULL"
"24533","Majesco","Impaqs","SitusState","Delaware","DE","NULL"
"24534","Majesco","Impaqs","SitusState","District of Columbia","DC","NULL"
"24535","Majesco","Impaqs","SitusState","Florida","FL","NULL"
"24536","Majesco","Impaqs","SitusState","Georgia","GA","NULL"
"24537","Majesco","Impaqs","SitusState","Hawaii","HI","NULL"
"24538","Majesco","Impaqs","SitusState","Idaho","ID","NULL"
"24539","Majesco","Impaqs","SitusState","Illinois","IL","NULL"
"24540","Majesco","Impaqs","SitusState","Indiana","IN","NULL"
"24541","Majesco","Impaqs","SitusState","Iowa","IA","NULL"
"24542","Majesco","Impaqs","SitusState","Kansas","KS","NULL"
"24543","Majesco","Impaqs","SitusState","Kentucky","KY","NULL"
"24544","Majesco","Impaqs","ValueBF","1in36MonthsPerQuadrant","1 in 36Months","NULL"
"24545","Majesco","Impaqs","ValueOC","ChildOnly","Child Only","NULL"
"24546","Majesco","Impaqs","ValueOC","NotCovered","No Coverage","NULL"
"24547","Majesco","Impaqs","ValuePLT","ClassicPDP","Classic (Network)","NULL"
"24548","Majesco","Impaqs","ValuePLT","StandardMACPDP","Standard MAC (MAC)","NULL"
"24549","Majesco","Impaqs","ValuePLT","ValueMACPDP","Value MAC (MAC)","NULL"
"24550","Majesco","Impaqs","ValuePLT","ValuePDP","Value (Network)","NULL"
"24551","Majesco","Impaqs","ValueCR","51","51st","NULL"
"24552","Majesco","Impaqs","ValueCR","70","70th","NULL"
"24553","Majesco","Impaqs","ValueCR","80","80th","NULL"
"24554","Majesco","Impaqs","SitusState","Louisiana","LA","NULL"
"24555","Majesco","Impaqs","SitusState","Maine","ME","NULL"
"24556","Majesco","Impaqs","SitusState","Maryland","MD","NULL"
"24557","Majesco","Impaqs","SitusState","Massachusetts","MA","NULL"
"24558","Majesco","Impaqs","SitusState","Michigan","MI","NULL"
"24559","Majesco","Impaqs","SitusState","Minnesota","MN","NULL"
"24560","Majesco","Impaqs","SitusState","Mississippi","MS","NULL"
"24561","Majesco","Impaqs","SitusState","Missouri","MO","NULL"
"24562","Majesco","Impaqs","SitusState","Montana","MT","NULL"
"24563","Majesco","Impaqs","SitusState","Nebraska","NE","NULL"
"24564","Majesco","Impaqs","SitusState","Nevada","NV","NULL"
"24565","Majesco","Impaqs","SitusState","New Hampshire","NH","NULL"
"24566","Majesco","Impaqs","SitusState","New Jersey","NJ","NULL"
"24567","Majesco","Impaqs","SitusState","New Mexico","NM","NULL"
"24568","Majesco","Impaqs","ValueOD","24","24 months","NULL"
"24569","Majesco","Impaqs","ValueOD","AnyOcc","Any Occ","NULL"
"24570","Majesco","Impaqs","ValueOD","UnlimitedOwnOcc","Own Occ to age 65","NULL"
"24571","Majesco","Impaqs","ValueIM","DirectIntegrationw/FullFamilySSOffsets","Family","NULL"
"24572","Majesco","Impaqs","ValueIM","DirectIntegrationw/PrimarySSOffsets","Primary","NULL"
"24573","Majesco","Impaqs","ValueIM","Direct Integration w/FullFamily(Primary and Family) SS Offsets","Primary","NULL"
"24574","Majesco","Impaqs","ValueNMMSSO","N","No","NULL"
"24575","Majesco","Impaqs","ValueNMMSSO","Y","Yes","NULL"
"24576","Majesco","Impaqs","ValueSA","N","No","NULL"
"24577","Majesco","Impaqs","ValueSA","Y","Yes","NULL"
"24578","Majesco","Impaqs","ValueGU","N","No","NULL"
"24579","Majesco","Impaqs","ValueGU","Y","Yes","NULL"
"24580","Majesco","Impaqs","ValueODCT","N","No","NULL"
"24581","Majesco","Impaqs","ValueODCT","Y","Yes","NULL"
"24582","Majesco","Impaqs","ValueDOD","CombinationMaterialDutiesAndEarningsTest","Earnings Test and Material Duties","NULL"
"24583","Majesco","Impaqs","ValueDOD","EarningsTest","Earnings Test","NULL"
"24584","Majesco","Impaqs","ValueWIB","Y","100% predisability earnings","NULL"
"24585","Majesco","Impaqs","ValueODB","Y","Included","NULL"
"24586","Majesco","Impaqs","ValueCGT","1036970118","Blended","NULL"
"24587","Majesco","Impaqs","ValueCGT","1036970119","Separate","NULL"
"24588","Majesco","Impaqs","SitusState","Alabama","AL","NULL"
"24589","Majesco","Impaqs","SitusState","Alaska","AK","NULL"
"24590","Majesco","Impaqs","SitusState","Arizona","AZ","NULL"
"24591","Majesco","Impaqs","SitusState","Arkansas","AR","NULL"
"24592","Majesco","Impaqs","SitusState","California","CA","NULL"
"24593","Majesco","Impaqs","SitusState","Colorado","CO","NULL"
"24594","Majesco","Impaqs","SitusState","Connecticut","CT","NULL"
"24595","Majesco","Impaqs","SitusState","New York","NY","NULL"
"24596","Majesco","Impaqs","SitusState","North Carolina","NC","NULL"
"24597","Majesco","Impaqs","SitusState","North Dakota","ND","NULL"
"24598","Majesco","Impaqs","SitusState","Ohio","OH","NULL"
"24599","Majesco","Impaqs","SitusState","Oklahoma","OK","NULL"
"24600","Majesco","Impaqs","SitusState","Oregon","OR","NULL"
"24601","Majesco","Impaqs","SitusState","Pennsylvania","PA","NULL"
"24602","Majesco","Impaqs","SitusState","Puerto Rico","PR","NULL"
"24603","Majesco","Impaqs","SitusState","Rhode Island","RI","NULL"
"24604","Majesco","Impaqs","SitusState","South Carolina","SC","NULL"
"24605","Majesco","Impaqs","SitusState","South Dakota","SD","NULL"
"24606","Majesco","Impaqs","SitusState","Tennessee","TN","NULL"
"24607","Majesco","Impaqs","SitusState","Texas","TX","NULL"
"24608","Majesco","Impaqs","SitusState","Utah","UT","NULL"
"24609","Majesco","Impaqs","SitusState","Vermont","VT","NULL"
"24610","Majesco","Impaqs","SitusState","Virginia","VA","NULL"
"24611","Majesco","Impaqs","SitusState","Washington","WA","NULL"
"24612","Majesco","Impaqs","SitusState","West Virginia","WV","NULL"
